id,field,level,short_description,student
779,Voluntary work,national,OVUFfVoFAofCEaLgbtbwoEuUZocGsNseziivWMdqqHrMjREhnsOlRUGPovKlXtTibUPhLvBwMMlXutZkCmGkpIbsMdcpOcHYrlOKSbazIFIGzGPstjndEsylKhrFVaGQdQVswjcEhPbtGJATqhnTtkXlmLabOIjgMhNQQjxLZHsolkyIFGGYbFaeeWmLdSYKIMsgdiPfDNQXbDONTyPijrXHSbDYWYIixBsxYYOjsjUNQoppsXkiVktprwiqvknYFzYAMPOMBYWoiXlhFmKNjpvxPsNEPWrOeQQsEHwgttFrAtYSAiGLrhENMfgsdPoZSTlEryEJYpRlWmMRDLimlPbznfgJFfIULhITLCqRoZRNBIDbicynFeNohUQDnwWMWbCVOTWttyFgQftBcYQpJUOUsQVfHTPrKVgUPZZtOCnbzuQeHxvNzqCLXGuMpqmlNjxPqqgRejJgqHQlAmnCVoaNCdkndNbwbqDQOMssdaUFAUqNScHw,69035185019
780,Voluntary work,national,uMWNGJaHlMEdLeqMcJSIuHyaWImLwqOXBkxSqAXrmFVEJzVNvUqHUaAqqUKcgERlXelIoUVqJOhYfLyitDKXkSpCeiSsjHRLBoSIuakonuBPpPdrAjJQbGuhKVHSasbIcMVTdCASgEFICemmRnrcmhiUXRnUaeYYlgdeTOnyvrknAMpROHntnYoREUbJHdnrhLSLqErdEYQqQNMayAIxyXYhqzqlIJJDqDSnzgudvnkkPISoCjazjsrjoMeuNyxmCPgYamphFcEYYXADAmwJbhEBTLLhoYTBybAHRfxEYjGbKKxLzZoHhvHRaPgjKBYdTXVHJWynWVuBsnmLovOtwHUCJiXqUdQVcLpnjMVzYZxWrqOHKAdiOHobXlAQknfaeXdzJEeczHXAmhrzvdoeTGdDrGAKjaRnbtQhbrddMRAmBLuuhucgBvpVCIFMskxBDGvRmOCgHWgjxcmBEsUZllVNsopsZAmdxRNKsYiOsFERGlyiXiBt,27433913060
781,Voluntary work,international,aRHVkEjONXGWKAPcLQxAZXSqWsqWOeKKmLufsXjsjrjIKlxHmoNwvDeXHZcPleoZcAJUvMaZZVLqiJtASxIpAiyDfIeWsvBEBXuRsgTGFrWtFoxiSyqGarmjgiXgfhrxIbYUtFAByrNWYKcONQfURAHjMYEgYbfMWwCXhLNyOhOhkeVRUQufvKWrlWmOhezFdhPQloCRkBiklwaKCzRsmKXLurOIBcFVIOKoXgujHCpQaraUHyBAgYILpiexWKRQtrNOpygNIeHJctpvLcfDzVHdhpEokRQQjTizUEucszwdzisvyxkAfLKHkpGUBMGMDaXkcrwpoyrtBQjPqFNIFbVDCCrpdjvISXwBUoeqWuAjsZAIQhIExvqSqmcQyelzsLszOCWyrjvJtfjXbnzHDiFzjuKycesdpHosVcDXbfgLoSEtgHFUbixdEKNupHFPBYhCRJHOdAUEJnvbQezqHRPqjAdfuQnFNGhxpiLxZkeXXWtOHPtH,38817461406
782,Sport,national,xrnKuzJHlzLMrAOaxaKBMchUeBtyPfCNCpshygDXcBeasWjfePIaTtsEPjCStUTKhsAxQSTZPkNlvaAdJMqaOnRPcccXYCTDirdEaEEvyFZGrlPtvQHQWIXdcXyVwkCRahPFqOlIfQUfJUCpLPphJiJeFYTOeknnxVmXQEJocaatxqDSQSdNGoVZzQBVMTZFbwqlzzNXbMiYrcYpDSOpQeBgXqQjYpUPcabdguQGbpZGxmkFdhAIyqGpevaUywRFcKqhZkBvtsxMdlZdfkMewgEbJSOTouHnwQjrWNXreTGTujxjeWUHYgatGCpSZXFAXmFkcLeJCbSBXtCOFultABhElMnZESwuEVyxiwLHTROeWmZvWtUPyrXwjmsvqCZuvysZnZaQDULqEqcCAStjaSSldBMUJQmzUjEfadeDYwtvdbtFFpYTqdDYUnbFVKafLcjHlHKgqXpgLqZxAVHRFPBGrDFUCEOJfJdBRohrpCFivNUgqWcl,63493762001
783,Knowledge,national,yuyunMfLkADEcDYYaNTjnoTYQFmRYVhfgXkiNRPzfYZTcliCauPgkcnoyxUhCSNdHHhcYEDqEwXvIjMeQuYmGCsHMQYtyDWQosEuJxneDMoMMHnVfHcMNPwGggEujDMDELiqaohUsNqcehIkvDkspVomHiUdvPsZQXPOMckqaYDrYoyTfjurygegZTOeQhhNkyePhnppqAarPTqLHManfdAGCUZjJyCNAtzbZImYwGNBKzSruShkenhlpvMoIdZzIkWtTDBeFuqBXNHAHrSouYXPjcEcdxYvfLWqsDNPhajgMPuGggodymMLhyZHukiMNHghIhSGFqqZZybvlTHWOpmWkzqIXnolsRVCmZKUfxbVgNVGMDoBchSJmWBOhzZyrjUidtzrMIkzQMZxDjVeDKDXLvYIyEwDTlvttErieebUwlSdlarpzKfEdYcJvtHrXdgyMnytgscLPyhthzwRKJXJQmiGMUXBSyPZGYzDdNXrONJLDVVo,98669577109
784,Sport,district,PttZBXGbtfZWpNSauBAtqKuxifcCzLCnxjXiZrgioKoWKDLHAcxmrbMnejSPxwkWtreJjGXgrdxXTpeCYhCwVHomSmxPIJqtXUWLEhTBDYRhXekPbnUPWMwwUmNTVACEYjTeFKYBWbiQEhLuDOtfRRQfIdfyMkXtoeudZwXZQjVBmmKLojqmOHIOjGpNBdrbRReCdGeQbTtFImumAFMzzBYJPSaQpFHyuSJTYxkgffccAQKPxqiIChaoygQsmGybsVHuUXizAPxvXtYlqOtjUKFMcZKGnqyCFNgkQXBvwseJDSPTIMqSSlWlKpRumLIOdTDozkQeFawpIEemtxkoiaIiapkWRqksTqqmuRWwLLTgYwvVyaNyhvFGLvxKqjVAkilokyyjVxgYdTNgNmzUEsLfPwABQvZgKnEAWHOhqBjGHZKCMTSftibzReDrRaTeNLbHkeRGDVZdorRYvqVoKfFzgFgoZCqUAWRrzMryiXllBCDspZkt,56236899492
785,Knowledge,provincial,qgeKxQZqGTrZnIyobKqrPPXDSUmvNjEqzSSbQIwNNFEicCPAOEOIrIsZSkGTuFhnjDGuZoAGDkskKwjhWnTwYfSyKrXjVXJuhkseVbEuQXcgNooLFTCoPLGSWxGyvXKMZjngVezXslAAwCkvXqeoKMigHLlofBwKHSAgSeoqxxsBlEcwZzlhQsYxHWvUxljnNbdHUhzUMtyjMCbmajwgQEhdBqcFfPqiJGlymMrgsDyonPZHmTUzPWPQnaidtXuXJopfIhXtZmDjCoUErjzcNzFmrcSlBxrtOimidjZIgjaqiBkpbqLLcOyzRLNNErBxxGFIyGMMqWuBPmlFFujBInmDjIBGiPOJLUninleDysUqxCQlprkhuExYtmYQDrVVwAuzJrqAKSfMsTlYCUCgDJXgIIibuhTHztCxNSyyWWaHjrUQKnmgeILjPkHoOMgyusDFBhXHVqizjWqtfIjAQMWQIZpPoCBRfLiqTSTfWABlVWpjUuKF,19098499075
786,Knowledge,provincial,UiOzYnfGgHzmJkFctFbKdgjjhhRLqbWQjKqvyDuNFKYHZIFDvLvaLfknpIbQOEdWNTZOTCzemyMYIzwNdSvBnMqoQgCSRYKKmgqHrmtGgssdqaQppbHuONkVgFHNyhDIPenaFcXqeqnmxttsjwDDPQuKCqnVDfZnJsyDWeHTtCuxLozvLIZYNOSUKNmwnFBuDotFmlknlpsNBErrKkvphiLcyWeoIXLviBZkvmKLJRcDiwDIcPkVdbXngEESQeHbrFHqZximQUIfeEYtSygIuUmSSgBCIYpaEkSdOgfkZYcDsgjGYepSluPqxWKFbFqtUCLKYidvgREeRGMTUnmAkuqBdiXlmcGHfrYLUWmBmwHVYjffCFLisrDXpbjUJuennsiOROOVdePxRQecbylojtyiwBCCMxPxEheTmROEtNbbTLQOtiyAZGvwovhNAAaIeqcDbsdeIirpgNSYXMhsnMjUqGqcebFAXZALmVvsJFLaaxOKJPvJ,44610592212
787,Sport,provincial,ZBcAKnxQsQQyCuKBuVxaMwBhacLnchVUWvbgSKwamXnHYJUylwjaSLqpwfhKNaAkNvfqPSQqHyCZSSVmFuVZTULeQXsgfrUuYlbkKTNDMhzeZvXQWniXlYCjEHNAIXbjwoXFNCPjcUvVQXdGyvENrGFTaeDECQsxNYxWxnulogkdwGoEXgVNAuOAEGtlUFNcvyWSwKrpoinAGkGjAwAfYMEQugRBUMJrvZmZmZQJSTyotGPrtUTMXEowkNfMczTImtWuSiDaJUlVlMpLCHaVJiCnHowBnTdfqZmpVNkZuNYpjFcaHUUaoEqFywGDTKQQOyYbAQWMzXqCklEPNxLtEItxGgCRbdGtZVnFBDQPIBTxNJFftbsQmvmoqtRDEVaKKhibgPfttiPcgKUFQGktgVBCamPOLVChfznJBRzOgVhgkViPAXvXDhIovoIkSGkSowQUZcgegkAxlfNpTBbIRkncWIvVGrQAPzoAJanafpiyIVreCLKv,12845949250
788,Knowledge,provincial,cyarfAASSLFgDxGmkfnvnaahzrTMYQCccbEXrfPhOWmorXcaFzvpHbkJKMzRFinUMyHFCLNagOmhKxLgrQowkJkIiRKiVyDfRCdLrJNiReuoPRFxFHmJRDOrwNCSEejaRofKujFmUPydKZcGIXyCOeRJBZUeAAADLCXBmEfkmOShxNMgLmSQQDwTTdSxAetLcLtYHhyTHyijmADCCKfZNusqbZnTjWyRxMRAACkNGITgEXhxTMZicJNRgSeFmHGUECvTtXTuuSOtJdGvsZkkHIsjffduFiVStzwDxzPtNqpXscrUWHmVQPIODluHenpFvFizKzoqSDYlXCXfXGtJxpJvnwJHldYYVeAxvcIoWmLNqtyOHyIYpRCynzwPTMthbKNSrhHhDnhwPaoxKbNnGQQYelrSaQJIeNbEoCMrYkLMjQBUIMmpUSSXiFvSWQLwcXleMAbSDNKRAGVOhVGlIkaHXZBgeZdoWbTIyRPWwQfuEabasGlB,66964505994
789,Voluntary work,provincial,DdqvmKOEIhIaQsmJyUMDzkNLlTeEfmVONMfMelTydDVCQSbtbAGgagiiNpqqRsIxbgCjqcuEmSrWDjZIcHcdsGEqhAPLGbGoirvFeyGmOpuJPclNhRSbjVhsSyVQLYpvnNKUEBEMbiczwfaXahsYZFGiEfUCEHtPAhPfNlcFegivSCfDTMRemgHFRRUoTZgKvxeBZDJUahfCoaCwbryTxQQeXEPIlNpuqSXREnyeRrDREajcHvvyKiHcLhHMJlDgSZwjIZwwsfKkVRUhZakDJZyJJifNIdxENlyDTfROSQMgAbbxadTtscxKiQuJIOxfLutciJfAUzdlunXkfzbXPxMwZLjXHnQYHBSWbdgnHVgRxqzDgdCoTuqEioBIAwKYgpthpHAuxAnyQNmeOEEFYzApLyfNDFXUGcHMLpwZHJRBmPbgChsQMHgExPWaWilPqBdreAqmkPcCxkbaiqzqXkvbBWuofrGPFuUtKeLACeezziMwWHKR,45973199072
790,Knowledge,district,ygqjqiOQnkHjeGBDUAUyGpKTqxvQuoOyiEReNBhNAGiQXItcGbTeStReSAhyKhMKAdTyqUKLQmAyySaiCTNlsyoceGJeiiIUZVuzWyRQTkzbdXEkUoSgBiljoTxxlbacrCcNvWyXKOllwQjSVXcEodpPEDwfmoeBXxRuBsoBLTDfrTYifyyXUpYUblcNdUYmziAebDQAbMpwdJEJHeMuyvZSUUWIufAfPZRFdbFObPlDCMOgmbAQhrXkNRMbVtxdSDdfXuYnBfJcEkfuKPuYJumjpuxVSoOUivwJGiWlrkpawftWTUOoUqfCnFuuJOWOZpHwENLXNijaiJiyVHmtqTmtCvIbrekoBVweXvWvupkcfjhcNIdGvGKsPMstUsXFOlZGfdeueoetgLsTRedTuagohfppPvzBNMRmRVRWboVhRCKUCHxngxVIxZmtWuKtTeapDdrXRfgGIvBNIXJFwNgATwEzGZhLKEFOVkIRKACuZiBazfpj,43231308668
791,Knowledge,district,QWyQxDdmklNILVHjQAKeJiponRpsoplGYJvpqBfPPofPUQicScGhOPbSLnADtSqRuYsHjDLsDqZrcdmbrsdNIRSKZtzMqGsEduTJYCseTxVYphUOkYqDwukNFYzWMpUyTaEmLyiOYvckoDIUYvHHlBCgMBOJReckSetCStunFFhiLhpAvKiiJPLboVKptKFpYAjsWxjEQRvlJIyUkHZqXDHXJWiIGCQvlhleupabTbgvzzhLSkmbFxMUTRxymXYQAJLNFOwHzLjXVXZjybUWPFoAjkrJhvHAiwfkPpZxxzwXDmqDBwkljyXlpewaDkZYMXwxUcTJQhPrszEAyCJFjYSagRInzYyPlMOBIkiVYsDEeZgjpUrffvdAaVTgediOfsiGJNYTQMJCpGkiFrjUoDzChkUPkBxnFIVkSAdpNHLrbigYQDRhdUOSQxYdarJVuNVKKumEDqKJvcZDCSKbNsnejmmDNFMLUjwYKJBESiMwddYMsFTk,19962749221
792,Voluntary work,provincial,CdApmjonrRtMNRjmzhAejXKxaAnjfyJhNGfrvVwZfHfFPOOOdGXyAGaBhaEQrbPFdoPGpqhnacOatTcPhqBLCwwrpKtYFSXfeLcCXeJpgYIJUnoKRDxwedUwDNZEYDHKvvwjaJDMCMPbgyEydDuHnwHccdTfgkmHZxLOTQPdxukczRoaXOYNDGAHMAWIDnnQaWlhdJBHWiMczVcfpEDxMJEdMOYxySruBZOvsvxciylCGxFaBmOoYMCamwroxkhVEVruSxlksGzzTEuDojYwvjygstfjDTuvKtayBYxZdyCnFuvPTbAxZkkxSvBAuklcphsdAtORWFYzvElScmNVuIlzvSPhYePYJRDLQotHHpXLhySVTvAlIWXWLYUsBZzOoJrwwSlmQMGFwTiaoQkkhcnonOHAXmpNFVrFWpmohyVAzMDCdSnLjKvuaurCyxfmYbmjNvghMIXFZtOxOpTeFxNfSRSVoKShilBCqbqasUsfYSsAoOSa,36691398184
793,Sport,international,qngvLZpWYNkajjuQyayyvzQAQiKfAyBFIwBeSYCCWSZXtutmoMiPvvsYTbQBgdTFOpZeZGxVzFbIfDJzKkVfFUzPzqqtlVieqUiglLWIqrIOhMWTzdequsBiEXscxjatVyDptKdOxbLeWgMCWWTTbONhKEkZxwzRlaRmGbVoqiTwVqzivWftLTVeIxkzAAnSUIFUdHJbeGHruUChQaBIuxzsuxSJzfTFbuSWLNzNdXUwrdkKiKLsJrpYrAdWxQcIzmrbPimhVoYmJKLCeqBjcUBUOLKDZMnqwsfnQdHjEMVvjlpwAGaolnSNdOnSEBRgyMidZXVgySyNErYvOXjsHrDSsSqAUIRhJXhARpgCKtNLaNYeEtqmWZZDYgKWHinZsOcPcBFTOXCCwhSskPVIcXJcGGvxYQowbJsjQZtHALlOTFMIDptyWNFCIOneBOnaLiAxCUsNwrzfwczvuuSEObQczgUDRsVbEHWcBHGEkcxGjRKrNwwS,56342188634
794,Knowledge,district,blCiRDFDTXpuWHFgSsrwDXdyMVIDAAHoUCMAedlkBnVzGPYMYoVhIEZNaewBcYaGdqBffzAXKqXaOHrPCxgdSoamqVBJjgcikEhfmmtGIOKZFbBUAoDoHbCxrrSvqXgZGcUONHotiJqmJPnkyFoHVnzUWIVgnjuBdxiOTgtFDIxtxQtIKIXngsCfUgYDQcekvNdMhXxVOCevRoRDCRyYPiyxknNbyKqkSNqqUqSvyHQccEOHXPtohPYxciTkmBdCFrYScQkLLnsjEzWGAtcdEPneeWnjLxmmNfgBsIrelwqHmOzCXQUtRpfvQbyqXJvndUKxibuZANjKxfwvTXFfhGdAHOxFXNaSIwrAgeqzlhQLbrsPhlocxUdgYuAvIcGwVtZyzyCdEwsYaDSQgtIJPxRrNiCjjcmKctnyRegIpNuGnbYhgjCVeahnxWMppWjlzBvqAKSaJGNNRmSfilHGBjWPekcaIQXZZBxpQYpuQJvBOcFZrnzB,90351543902
795,Voluntary work,district,BklImtZoguuBioeLGgKjtWgINmLtTXGCZcnyZVPykIEDtyyIQKkSxHFnbprZsngovHPGARvlcYkXKBFSIHZEyWSSVWdjtAuVHQtWqawEyaqlwfaYVDxypIBwfgxEpiWgesqQDPMMJkQmUZnKPFgFuncNEJOVSrAxHbwuPmcEgniuQmDjEmMQxDJIqTBTLtcMKOVSXszNhptUynqEQLfsLaVOWWdlSTuXAdpkLZrlMMBolleTnIXvUzhnAPGKdlAVjOUIMKzGMxABopTkjYEYdqbGbFLdDiDRJwANoQcZRTeMmzoalLTyfpeTNsXULmWeOirlxmBtnWGnevAyuqcENSuRwAuXeCtZerzVrnmVWpTNsOdJXyWfUQyBdoRChGCnjwCGCalnbLqyeOPkctiIDHnyaEkoMFqWZzpVZVnfzpDYPInIpXkuQCCwDdbSgrvxksipwNdmNQfDPicbQfpnvzUjUEhlsrtjKdsyuUgodMClTNnGdbDm,26850956449
796,Sport,district,twNmtoQzUrZxyrLchEGlkkqvAFgOkGnqiYajkXbvDgEkRuElaMgZewuSDoHBjXiPguBVRxRfstNeBsUPoXZhuJJuVUbjLbteqihhorOKCogRXkCuBpcfnHUKMCkChKVhdCVoHpgOVUGdJOIEZCrpgAlQiahxHVAgIbEhbGMkkZUVRANKqqqeqIoGJZgasshUZKLWBWoKszkTRdOeguBuWBcqCRbhCYGmmpeZZvdckTgxqUWtNpWdewjBbhwhijfayBBiMSlbOgtByMitwbWhGfkXGDSlKuBwVQsVcvYZVRRiZlxptlWHOpyXtVSlLSZMaCiYoaYFGqRJFcJPcYHVkaVOilEyBHrzfaKmyvamthGJrOuIVlTwTosUFadYclYMrPKImdyPKSprWhJTMiSzWTTPFKdWjFTzDDvkLjJKzupMkJbFJgnWcwAnrMrVCEfKvBIMkYgcMWDTLZKEgEKWdphCFnXdAFTdGEOjMylmTtFQizhXQGqz,90054525347
797,Sport,district,WlLCTPUKAhWBfCewTevKsvwXiXGDESghGUhiCnjXCDWZueYrDkQykaaOcvuvjihDhEtchnbLCAggblmujpYarDbOuXefulzQsstJbmrLYkTwcyOIHxzcwmRlOhazBOGEWqglUqRNYqKQmpvaRTnliOCSDnSlvjgJiOYsVCcBayKkdOUfoKfGdYeGfydTpHbWUKXoztiYAPCIePTsxKALZwpGSseiePCLCpxlpHOtNvRssSeeahtrDKMndpQaktrJFoaXaYPIxnFCOjHZVYXcCtaaBmyQvmLMwCulHCVxYdrkmSYwSNWcjyAwIJyLhzsKVELEECzAvHBbJATCYODFXxOtUDuvwMVmvWClNuwIXQDLdFOHsTitfwWCAtceEPpoEZqfGqCyEeitiwunMFeLweEjkFquAYQTjOfPRKOGTYZaYxQZfATbEXFLbopbfkXFgrXutpNZDySuGgnjjavlVKtSXSugqOMXiPLYesJsnavawhEsORIC,65270791427
798,Sport,provincial,mwnBSYUKhRgVCyPkRhzcgNNMvvIaGcgCNjbcCnMzaCJSiCMXJPsnYbNbwHgsuxgMRigNnSMMeLHjhltRbetVtPFGpZwrBHHGdeciDhNYoRZDQHDOzuqiiNHDndESlShHyGsksTzXJhLLMPTfFynOHtHJWgawHJhADTLnYTMMieuDjUvaEHWkQFmoUsXDtvTBQBhfGQzhIphMRqSJVXWlraPhVVUiBuHODzUyruOWbPuGcdsYDfquvmyrgaCqMVnSeNKTAVQqjonoAUlWHaJpwXuhIKHygusuWHTWBQYgjGsRaLsCYZtJPikknueqkNfFKVFKMWdIdCMJnGjTTGlchwzDbszXyJjMNxEmJmMnTUQKgAYvbfgxEPAXHnHHpMPIQLCAoAjzuuRZsMSJHIAHkYnpTGtAsoEostKvkfaRXkoHaBGeKTKeUDGKQmDMlPJVOuuvRoMjPhGMMSvnAVYlYNJHspySMgNrWrQaySCdKERHQBfpxHVn,74441891712
799,Sport,national,aRPmDsLkAIxuWaoeLUviyhhibQuECaZfVkXwxCYIAUCGbmLyuNgeezriKpLQvPPNCFajqtlVwlmJmQQgEFULmNMlQMqpIKiiezHgapweijMFOacquKILcnhaythAKuvbljSKkiLdiUujnbCBJXmezOlStUWNZELfFbxybgqTKqsXpiVqIZLlsZGFUSpIcvVoHRnMGkZBOuXZGhPlyhVFWICPeaLAazDGjoCVKMVLnpiUHynjKMSRzZRPZkGIwhwvJgDWYOrtcnLjCsKaCLJjqhTxpfWWdujKdXqHUmsFaocgxHBRjgNuPShsYWLpLvJHLIhGjXRPPDEEbqRkepkRhYmybdehsKSXJeqbPDoXQoxAxYQIQFeEqEvkFnwfnjncfqcpIyRgAeosapNQkzuXtrhTaOaimVSPhQiRiGkzaTHbInsfwQDXeHMiwCQTKSwIxElpYhFQREfTcWBtsuqtjHnlFWVlzGxvrHXylPkIApXgWHJyNfSl,33825833011
800,Knowledge,provincial,aGiWdurgXnWfIDUClKRLjEunrvpCCkIllvfRphyXiflEYBopNmYTTOJHiEgUCJYLgZBTqIkKMQpDuRgsJiosCpJbySGSzNXVGlCdlGJyQwMchDDqxStqpPDjnUxYtJZxwEibDhGBKjPMDAQSXioZWDQvVUwyYbmBKIhOhauUFwZefRXNqMbQVyZzwgpireZrVJfeRumfzfNnobPOWkVDcPQrhYcLuXzbiFKwuptfBXWQqqIExAnyjVHYtGdlpJwwQCJcdKyxrNOGtesjPPdrJFcbpbDFGUIuSiAfqxcRTPwopdPxLTmssDibEoxYIJcSpRkGkgTHKYpzTvriHueARNuwcDxAkKBTsEkMVNbfMkTnbNaWwBDfAmGIVpQbnoFbpmKBEFqqRLIGFcXmJALqrqmWLYtzTXNyKQTOWVEsBQjWUbZriXLHyhfTuhUXiwUqLWgkoilgYUxPWfPcyOwQWMiDkEBhAHzDCMAReZoBnjAjyUheMUbm,36058551981
801,Sport,provincial,VnxlfTipAdxuNkvOJfeZcCoWIbLxYrLSXNuXYaPpXxICspNeYDEsMHDKXFkmCLXHtmpiqAEIbgwpbBKLzPCjhLDKapYoElbHhnIIRXIYahjEKKxTFdoMPkQFCYSsDvRhzSbHYGMqAGGakLxTPYoIwkXOkguEMeMEsXGojsUnRggdlrxKSCeIqifGMUAXcIcuKOVOxPJLwPEyFEGJiTKUlHBursMwaXnXyLkRuchPlHDGidqxcgFSjbVsPuXXUmIRHCHAZrpZsCCpdkrweATiAoKinyYYkVnpYwvKKfsxbrFBnUoxseUOAjdFDnczJIPQHLwroKBCEIAWJzguKoybaBciCadhdKDQzQMycPBdwQXGlZFFbfjVOoJsBwtexKxsbtMfUuiZQbEnyaxmfEBAtLcmwGnMrscwlzgejKANOCqnEddTMhgyswXidqhAvynTfaamnIMHzrgFQOoAXAJohOynjCSWLYqNQxLNwbiVgZPSmDbUKAcp,72380149716
802,Sport,international,fSUOXAPbzrIXLlmjrBawyJdAqrrmIfMGaQbKbUqnVuHOvJWBnStdTOUneYaVheofRpodjLRbHeCAPaHJpoYZhrxFgsSEdcgDgcMoMhPBwNIxmhHkwtxDWRIuySLzQfeCmANHVskRqNPwvWuNbZmXKYvHFHRSMwsoNILmybnkolDWMgpfkjbrFIbaEOxdAovmSrgLrZHhMtGkWugwGeHTvqmetquPetfNmMoUKTrKNJKswlzdyjOZRRqUNSENiELqwIjukelcBVXAhRvDWhhAkoqhhUAhGslDmMneMqtlzXLsuulhvaMhZUurtOtloOLMdFyljlQACWeqyXPiRVsiFyjJwaojluyxYdYMuXXbwqCPwgYeFSoSIMPXZzkJqNOZWISRiwLeNMnTqFXYLbgqBOZpkYpaAIZsdpUhtZAZvJecYHYOgDgSjsuOAYmBVmHEbsZxFWyKkuTBQZBFDFfsmSIXmbADPzrqcHKVnunESttQEywkSXLe,72105276150
803,Knowledge,international,dVNWOjiVgYchxgEerYMWhrZRmPSFZShIMftNVGaPCYrQHyXuVunahXNSQFnFEpZJhImynYbOEnDtUFEjvmuHNmyDWzcWNqTCNWEHGwVrkrldYmpJmGojQRpUDNPcarhOiIikZdYYNPqfnybQvAyuFLRqpWYKMZMWNDDeEakEHiYEqrMsREpQJyMVHFpoGSRZiLSGYzhYjqFUNjUDpHYIPpMRhHstqvKPvDdnNtrykgdTAgZpajsLqUXLDbdswuYasdvbWPfaByOzzWtSQrrmKlBHunyRmXlyRpXsOHcrgCempWKBTngGJQtExjzbSlsFfWhuwIoZOckKVIDfiScbhSnsxPzBnPaMWatLcJRSVEdXHfwloWjYgjaxOSqRfctcKKPKqbOTvAvHIdNkizScRdAjtKwnWNgSVTGcqzICVwxDwFDaqRNUAkydNDnJOVxqrUVdZzLjBNRbHyDVvzlraNwVgJHAXloqsvrZgwSDaSSXwCtYcbNj,26634145947
804,Voluntary work,provincial,dSlcgrWvEKkEHRZvNiNJOMuLTjoTULdQAYNGEMQdGRcmQaMVKnimozzHOJzRZEvhbruTkseGpNTfcJUgYTmQQWfDJADfnoaDOchVacWqXZHOAhSnhAuAUawJZwPuhSoeHckQJsQWSPJxLtSXgQEqlTGTygbEnzgftARHmmAhmcSJmAwSkaHrABomgkPsgHgWsDwCrOOyWVofDJdhYsGKhtGzrdLVRYLhgoERPKFJrHbwBqLkGhNrEhmpOQKSijFVLonOwgLRzKpkgjkRMvAIXHDPvgJHxsTVbRCovPjFkGMNUCAtBAXdxIXUQvwcTvtfqEarciSoIxDRcsSsUsjcPVxGrKuSdtdDUUrmabnUlFHKsKcWrDjbCyVyhQDRcTQRDlnUdCDxHFaYumzFUZoULngAyspUQkzIxUTVRxMdWjFjydQgvyqBtXDnNydlSBjodqiYgBnwLsEZSjqzSdWiWTSMyrotzNEBAVClMCBMMSzSCORGdHZL,18941356280
805,Sport,district,qeAlvyMbzJyYQUuBcmeakxewbFSrIbhJBONcfnxEFRIYBYhObTzKFJFFtozZJNNJPNDPYUyqFeQpWpyASuvnZWKPudUHIoogaQChYCzdqXzBKNmRBYwrqCrpgcdCuFhHHfLGhceUQfSLzYufEVHjsxGYHuVqftRmWyAUCWMacSkCpfZMOZgeqaNfHMCfoJAWbByjVJRKUaZSqGQDfrkIaQSkgeyPaMBZFghKHrqXYetxWjSFdGQoJROtPNTxJnBVqwceyNoTPHAOEghUQUVnqxvezbMVJkhLubFFdxznBcwNXVOwoCIPBbANmWatBrTzPirecwfPTGygKjaALbwVYygUFLLQztIAiCvmORKWLToKHQSmopQFMxaQIIxwBpVmuuCDIaXIOIOXKDetHmxQXlPokTSyIFEzLQYMjltOAUHUVGTPmEbzQPkyIRDNgfZFbkTiUCrHuTjRCdQttVEzUmwnYJYzQbTLFYxmwebIRbEWJaGLtCRd,87285092214
806,Voluntary work,provincial,inOhKpyIkntDNAdURXzBjfzniGyHytLeHbwDcAgtebpLFnGkyDamjmSUjuxeQLElAgegjkdjRxLUNMKHmgbKhaSXgjKgMXQsYPKDBukubXfIEhfKUNnjtlzPjRqfnqaOgwsvxOLxNjEYnhgVMaIxKQUYnaOYOtJNzlkESFPfYojHHcVfpNkzGstolsqDwEXhdDqbHQfdbHGanXBWbdIMOLNZSwEdaDVYAdMCxROCBAeAmYJlRcZFNmjOjwYiMngubMcGLLlieRXGhGTvVIqjyncMafFpFdaHOtUhvARPicYPpjGjaJEgmwLRNQeQTclYVZnKZiwxtFazcMtCvfuECxStSkdRAlehcgzycDjRprWmeBpPavKBdzuJoktNAMwChUQoZwwAqirFzoYYBKCcnXXLlkrMlwoEmveFPswvRpBjfdQjtRfTWbiWbwhrXzElwWYFznyOHThBseWEPLtwROtjJwbUsGmsORhxTIGWLwhpgPUYHsvt,48963603720
807,Voluntary work,provincial,TbPfCuRIlakowqeSLeAUuTcULzNtYRTCZzVFRXncQBaVyvlTrfGutBsBszoQRYiEybmeXmtjrmtbbdomHJWNbbRAiTAwKIVwTdIeEIjUixDDFJzxvFNrhhaZKTfUyyDYENTisJkAwMYiqxrJuzumRrTJzzQDBeoGEnFzokjVpatsqRTXDMIvgyIEDmdVPuFbrSpfHbWOhsZXnbWCBGcbFgjOEUFlAAKxQSFlcPoKZbXALwcdRixQHVusSUNkRIavUErFQIlPlLEpxubmIRmTlGljbPFpukHcsLdOyrlPSBgQwPIbQBqZrFHpZqvkiOqVyAsnSQBCPgVMSIfyWMObLFNKTwsERzfvTedNeHGymcBIiKmnfZnUcrUGFPaEjNcvzMDymhPvaJteYIjasQLdolOJVfJRKRPNsVxPVGhlWdhGDFfLBVeeOYaZJdfJdrEZqhqtdkMnTLDuYDYdCzLqHRZkTaIXwrXwgIfNyNVBUtDSRKAHqjPD,48197608939
